dteday,hum,weathersit,holiday,season,atemp,temp,hr,casual,registered,cnt
2011-06-28,0.56,3,0,3,0.7879,0.82,17,70,509,579
2012-11-18,0.66,1,0,4,0.3333,0.36,21,17,93,110
2011-03-02,0.64,1,0,1,0.2121,0.22,7,2,108,110
2012-01-22,0.74,2,0,1,0.1667,0.18,1,1,49,50
2011-03-07,0.6,1,0,1,0.2121,0.24,10,15,43,58
2012-08-27,0.84,1,0,3,0.6667,0.7,22,30,131,161
2011-09-06,0.94,3,0,3,0.5152,0.54,16,11,95,106
2011-09-27,0.94,3,0,4,0.5455,0.62,4,5,3,8
2011-10-17,0.45,1,0,4,0.5,0.52,10,43,92,135
2012-12-03,0.93,1,0,4,0.3788,0.36,8,19,712,731
2011-07-21,0.5,1,0,3,0.8939,0.9,14,50,97,147
2012-04-23,0.81,2,0,2,0.303,0.32,3,0,1,1
2011-02-14,0.46,1,0,1,0.3182,0.34,3,1,1,2
2012-11-16,0.53,1,0,4,0.3333,0.34,10,33,165,198
2011-12-10,0.65,1,0,4,0.2576,0.24,6,1,10,11
2011-10-16,0.4,1,0,4,0.6212,0.6,14,204,258,462
2011-12-28,0.57,1,0,1,0.303,0.32,9,18,171,189
2011-04-26,0.61,1,0,2,0.6515,0.7,15,34,119,153
2012-04-14,0.66,1,0,2,0.3636,0.36,3,6,26,32
2012-06-29,0.38,1,0,3,0.8788,0.94,13,45,194,239
2012-02-10,0.7,2,0,1,0.3182,0.3,23,1,64,65
2011-10-29,0.87,1,0,4,0.2121,0.24,19,3,36,39
2011-08-15,0.88,1,0,3,0.5455,0.6,6,3,87,90
2012-04-04,0.41,1,0,2,0.6212,0.66,18,113,646,759
2012-11-25,0.51,2,0,4,0.2273,0.22,8,2,32,34
2011-10-16,0.45,1,0,4,0.4848,0.5,9,39,151,190
2011-05-06,0.72,1,0,2,0.4545,0.46,22,46,105,151
2011-01-19,0.93,2,0,1,0.2727,0.22,0,0,3,3
2012-07-19,0.55,1,0,3,0.7576,0.8,11,54,162,216
2011-04-15,0.62,1,1,2,0.4394,0.44,8,21,279,300
2012-07-28,0.39,1,0,3,0.7424,0.84,11,162,295,457
2011-03-20,0.46,1,0,1,0.3333,0.36,20,21,46,67
2012-09-29,0.68,1,0,4,0.4848,0.5,8,37,174,211
2011-05-02,0.73,2,0,2,0.5909,0.6,22,28,97,125
2011-05-13,0.83,2,0,2,0.5,0.52,10,31,99,130
2012-07-11,0.79,2,0,3,0.6364,0.68,8,30,644,674
2012-04-16,0.35,1,1,2,0.6667,0.76,19,61,461,522
2011-09-07,0.89,2,0,3,0.5758,0.64,19,14,212,226
2012-01-14,0.47,1,0,1,0.1515,0.16,1,6,44,50
2011-08-01,0.74,1,0,3,0.6667,0.7,2,4,7,11
2012-09-24,0.55,1,0,4,0.4848,0.5,8,31,719,750
2012-04-10,0.24,1,0,2,0.5152,0.54,14,75,149,224
2012-03-25,0.82,1,0,2,0.4545,0.46,22,19,92,111
2011-03-10,0.0,3,0,1,0.4242,0.42,12,4,30,34
2012-02-14,0.5,2,0,1,0.3636,0.36,22,5,72,77
2012-05-24,0.58,1,0,2,0.6515,0.7,12,76,213,289
2012-09-30,0.59,1,0,4,0.4848,0.5,1,31,85,116
2012-07-31,0.52,1,0,3,0.7121,0.78,17,94,726,820
2011-06-16,0.54,1,0,2,0.6667,0.72,12,41,165,206
2012-05-29,0.46,1,0,2,0.7576,0.82,17,107,674,781
2012-02-07,0.38,1,0,1,0.4242,0.42,18,10,508,518
2011-08-09,0.74,1,0,3,0.6667,0.7,4,1,6,7
2011-10-21,0.45,1,0,4,0.4848,0.5,15,57,178,235
2011-11-24,0.75,1,1,4,0.2727,0.26,7,9,31,40
2011-08-25,0.78,1,0,3,0.6061,0.66,4,1,6,7
2012-05-22,0.73,1,0,2,0.6061,0.64,20,54,319,373
2011-01-16,0.56,2,0,1,0.2576,0.26,5,1,1,2
2012-11-07,0.65,3,0,4,0.2727,0.28,23,3,37,40
2012-11-15,0.66,2,0,4,0.3182,0.32,22,10,143,153
2012-11-06,0.45,1,0,4,0.3333,0.32,11,39,177,216
2011-05-22,0.83,1,0,2,0.5606,0.6,22,35,86,121
2012-10-24,0.64,2,0,4,0.6061,0.6,22,30,208,238
2011-12-27,0.66,2,0,1,0.3333,0.32,10,13,47,60
2011-06-25,0.4,1,0,3,0.6515,0.74,13,140,231,371
2011-08-10,0.58,1,0,3,0.6515,0.7,3,1,3,4
2011-01-21,0.7,2,0,1,0.2273,0.24,0,1,20,21
2012-08-20,0.58,1,0,3,0.6515,0.7,13,97,194,291
2011-02-01,0.87,2,0,1,0.2273,0.22,21,0,64,64
2012-05-10,0.67,1,0,2,0.4545,0.46,8,27,603,630
2012-10-22,0.82,1,0,4,0.4545,0.46,22,25,158,183
2011-03-07,0.31,1,0,1,0.303,0.32,18,19,214,233
2012-07-01,0.79,1,0,3,0.6667,0.7,6,8,19,27
2012-05-31,0.37,1,0,2,0.6515,0.72,11,65,153,218
2011-04-28,0.83,2,0,2,0.5758,0.62,11,10,74,84
2011-04-23,0.94,2,0,2,0.3939,0.38,9,13,55,68
2012-07-28,0.83,1,0,3,0.6061,0.66,23,52,156,208
2011-03-03,0.4,1,0,1,0.2273,0.2,20,1,69,70
2012-05-28,0.78,1,1,2,0.5909,0.62,7,24,43,67
2012-08-12,0.69,1,0,3,0.6061,0.64,2,19,67,86
2011-07-27,0.26,1,0,3,0.7424,0.86,15,37,103,140
2011-01-10,0.54,1,0,1,0.1212,0.1,4,1,2,3
2012-09-03,0.7,1,1,3,0.697,0.74,17,181,317,498
2012-10-24,0.68,1,0,4,0.5152,0.54,2,0,6,6
2012-12-28,0.6,1,0,1,0.2273,0.24,1,0,9,9
2011-12-07,1.0,3,0,4,0.4394,0.44,11,3,47,50
2012-04-25,0.38,1,0,2,0.4394,0.44,0,13,23,36
2012-04-22,0.87,3,0,2,0.3939,0.38,11,7,70,77
2011-12-09,0.81,1,0,4,0.3333,0.3,20,10,140,150
2012-08-09,0.44,1,0,3,0.7576,0.84,11,94,166,260
2011-12-21,1.0,3,0,1,0.4394,0.44,17,3,226,229
2011-02-16,0.43,1,0,1,0.3939,0.38,20,10,108,118
2011-12-10,0.65,1,0,4,0.2727,0.26,8,5,68,73
2012-01-31,0.38,1,0,1,0.4394,0.44,23,2,61,63
2012-08-06,0.79,3,0,3,0.6667,0.7,9,28,248,276
2011-08-19,0.83,2,0,3,0.6061,0.66,8,30,368,398
2011-09-05,0.7,2,1,3,0.697,0.74,13,154,235,389
2012-02-23,0.87,1,0,1,0.3333,0.34,8,11,549,560
2011-01-23,0.38,1,0,1,0.0909,0.08,22,5,23,28
2011-06-03,0.26,1,0,2,0.6212,0.68,13,58,190,248
2011-05-16,1.0,1,0,2,0.4848,0.5,4,1,5,6
2012-03-28,0.68,1,0,2,0.5152,0.54,23,12,81,93
2012-09-12,0.64,1,0,3,0.5303,0.56,8,43,727,770
2012-02-14,0.56,2,0,1,0.303,0.26,1,0,6,6
2011-06-30,0.33,1,0,3,0.6515,0.74,20,55,285,340
2011-02-08,0.35,1,0,1,0.197,0.22,15,6,45,51
2011-12-12,0.56,1,0,4,0.3182,0.3,18,8,349,357
2011-08-31,0.69,1,0,3,0.6061,0.64,22,20,137,157
2011-10-08,0.5,1,0,4,0.6212,0.62,14,251,214,465
2012-12-23,0.6,1,0,1,0.2576,0.24,22,5,53,58
2011-10-18,0.68,1,0,4,0.5303,0.56,18,58,512,570
2011-06-09,0.5,1,0,2,0.8182,0.86,10,20,74,94
2012-06-23,0.34,1,0,3,0.7273,0.82,13,226,338,564
2011-01-31,0.59,2,0,1,0.1818,0.16,15,3,41,44
2012-09-08,0.89,2,0,3,0.5909,0.66,1,10,107,117
2012-10-04,0.94,2,0,4,0.5455,0.62,1,2,23,25
2011-08-29,0.53,1,0,3,0.6212,0.64,20,50,227,277
2011-10-16,0.54,1,0,4,0.4242,0.42,4,5,7,12
2011-05-28,0.55,1,0,2,0.697,0.76,16,201,201,402
2011-09-04,0.66,1,0,3,0.7576,0.78,15,218,192,410
2011-02-24,0.87,2,0,1,0.303,0.34,18,5,132,137
2012-04-09,0.36,1,0,2,0.4848,0.5,20,21,255,276
2012-11-18,0.7,1,0,4,0.2879,0.3,1,14,81,95
2012-05-30,0.78,2,0,2,0.5909,0.62,5,1,40,41
2012-03-28,0.42,1,0,2,0.303,0.34,3,1,4,5
2012-07-08,0.45,1,0,3,0.8636,0.9,10,85,234,319
2011-03-06,1.0,3,0,1,0.2879,0.32,18,0,23,23
2011-05-21,0.72,1,0,2,0.5,0.52,2,5,35,40
2011-10-31,0.44,1,0,4,0.4242,0.42,12,30,140,170
2011-07-10,0.55,1,0,3,0.697,0.76,20,101,167,268
2012-08-20,0.88,1,0,3,0.5455,0.6,3,0,3,3
2011-07-27,0.35,1,0,3,0.6667,0.76,9,27,189,216
2012-05-26,0.52,2,0,2,0.697,0.76,18,199,216,415
2011-07-25,0.59,2,0,3,0.8333,0.84,12,17,50,67
2011-07-03,0.83,1,0,3,0.5758,0.64,23,70,77,147
2011-10-28,0.42,2,0,4,0.3939,0.38,13,43,185,228
2011-04-12,0.77,3,0,2,0.4394,0.44,17,29,262,291
2011-09-29,0.41,1,0,4,0.6364,0.68,16,64,227,291
2011-01-29,0.74,1,0,1,0.2121,0.18,21,1,35,36
2012-08-18,0.88,3,0,3,0.5606,0.62,2,4,39,43
2012-06-08,0.41,1,0,2,0.6364,0.68,22,61,230,291
2012-03-04,0.42,1,0,1,0.303,0.34,12,71,256,327
2011-06-09,0.39,2,0,2,0.7424,0.84,19,55,271,326
2011-02-10,0.42,1,0,1,0.1515,0.12,23,1,33,34
2012-03-02,0.81,3,0,1,0.3485,0.36,17,5,123,128
2011-10-20,0.88,1,0,4,0.5303,0.56,2,0,4,4
2012-01-10,0.38,1,0,1,0.4242,0.42,13,15,163,178
2012-02-16,0.81,1,0,1,0.3333,0.32,23,3,70,73
2012-04-29,0.27,1,0,2,0.6061,0.62,17,188,334,522
2012-02-27,0.45,1,0,1,0.303,0.32,10,16,88,104
2011-05-07,0.59,1,0,2,0.4848,0.5,23,30,89,119
2012-07-06,0.66,1,0,3,0.697,0.74,6,4,127,131
2011-04-07,0.59,1,0,2,0.4545,0.46,19,34,192,226
2012-01-02,0.35,1,1,1,0.2576,0.24,9,15,53,68
2011-07-12,0.44,1,0,3,0.7879,0.86,16,25,177,202
2012-07-18,0.7,1,0,3,0.6818,0.72,5,5,41,46
2012-10-17,0.43,2,0,4,0.5455,0.58,15,62,239,301
2012-10-05,0.83,1,0,4,0.5,0.52,6,4,133,137
2011-07-30,0.62,1,0,3,0.6818,0.74,3,18,25,43
2011-06-08,0.83,1,0,2,0.5758,0.62,4,0,6,6
2011-04-02,0.7,1,0,2,0.2424,0.24,3,1,8,9
2012-01-19,0.44,2,0,1,0.2273,0.26,22,0,90,90
2012-03-23,0.94,2,0,2,0.4848,0.5,8,47,615,662
2012-03-27,0.26,1,0,2,0.2727,0.3,1,1,4,5
2011-03-16,0.93,2,0,1,0.3333,0.32,9,10,144,154
2012-01-28,0.6,1,0,1,0.2879,0.26,3,1,16,17
2011-11-14,0.56,1,0,4,0.5303,0.56,18,29,460,489
2011-11-29,0.87,3,0,4,0.4091,0.4,15,5,60,65
2011-11-19,0.62,2,0,4,0.3485,0.36,21,29,79,108
2011-01-03,0.5,1,0,1,0.1212,0.14,8,1,153,154
2012-02-04,0.7,1,0,1,0.2727,0.26,0,10,76,86
2011-09-29,1.0,2,0,4,0.5,0.6,1,3,20,23
2011-08-02,0.69,1,0,3,0.6364,0.68,2,2,6,8
2011-04-08,0.93,2,0,2,0.2727,0.3,20,12,51,63
2011-08-22,0.28,1,0,3,0.6515,0.72,18,72,537,609
2012-05-23,0.78,1,0,2,0.5758,0.6,3,0,5,5
2012-04-10,0.23,1,0,2,0.5,0.52,13,81,202,283
2012-03-02,0.81,1,0,1,0.3333,0.3,9,15,299,314
2012-11-04,0.52,1,0,4,0.2727,0.3,21,16,71,87
2011-03-16,0.65,1,0,1,0.4091,0.4,23,9,18,27
2011-10-29,0.87,3,0,4,0.197,0.24,12,6,44,50
2011-12-25,0.65,1,0,1,0.2727,0.26,23,2,14,16
2012-01-05,0.59,2,0,1,0.2273,0.2,5,0,26,26
2012-04-22,0.81,3,0,2,0.3182,0.36,23,0,17,17
2012-07-04,0.53,1,1,3,0.803,0.84,21,222,362,584
2011-11-04,0.47,1,0,4,0.4394,0.44,14,54,147,201
2011-11-18,0.29,1,0,4,0.3333,0.34,15,27,151,178
2011-01-16,0.56,2,0,1,0.2576,0.26,6,0,1,1
2012-08-16,0.48,1,0,3,0.6667,0.74,21,83,273,356
2012-05-03,0.78,1,0,2,0.5909,0.62,22,29,217,246
2011-04-07,0.76,1,0,2,0.3485,0.36,8,23,291,314
2011-11-01,0.54,1,0,4,0.4394,0.44,17,36,470,506
2012-06-22,0.39,1,0,3,0.803,0.88,14,65,198,263
2012-03-09,0.4,2,0,1,0.3939,0.38,7,6,262,268
2012-01-28,0.75,1,0,1,0.2727,0.22,7,3,28,31
2012-12-31,0.6,1,0,1,0.2576,0.26,21,7,83,90
2011-03-24,0.65,1,0,2,0.2576,0.26,21,11,67,78
2012-03-09,0.66,3,0,1,0.4091,0.4,5,2,27,29
2011-10-22,0.71,1,0,4,0.3788,0.36,6,1,17,18
2011-08-13,0.74,2,0,3,0.6667,0.7,16,148,133,281
2011-01-18,0.87,2,0,1,0.2273,0.22,16,0,61,61
2012-01-08,0.37,1,0,1,0.3333,0.36,2,10,57,67
2012-02-06,0.86,1,0,1,0.1818,0.16,8,10,434,444
2012-12-11,0.52,1,0,4,0.2879,0.3,23,4,60,64
2012-11-20,0.58,2,0,4,0.4394,0.44,13,49,218,267
2012-12-15,0.7,1,0,4,0.3333,0.3,0,4,90,94
2012-02-24,0.87,3,0,1,0.4091,0.4,16,12,166,178
2012-07-17,0.31,1,0,3,0.8182,0.92,15,57,187,244
2012-01-23,0.93,2,0,1,0.2576,0.2,10,10,139,149
2012-04-06,0.53,1,0,2,0.303,0.34,3,3,5,8
2011-10-04,0.77,1,0,4,0.4697,0.48,23,6,60,66
2012-08-29,0.42,1,0,3,0.6667,0.74,18,119,693,812
2012-09-12,0.72,1,0,3,0.4848,0.5,5,4,44,48
2011-06-29,0.48,1,0,3,0.6515,0.7,8,41,499,540
2012-01-09,0.55,2,0,1,0.2576,0.22,8,13,407,420
2012-03-24,0.88,3,0,2,0.5,0.52,14,63,160,223
2012-06-28,0.5,1,0,3,0.6212,0.66,0,2,52,54
2011-11-13,0.29,2,0,4,0.5,0.52,12,112,242,354
2011-11-25,0.71,1,0,4,0.3485,0.36,10,60,82,142
2011-04-15,0.81,1,1,2,0.3636,0.36,6,5,42,47
2011-05-27,0.69,1,0,2,0.6061,0.64,6,8,73,81
2012-11-19,0.66,2,0,4,0.3485,0.36,5,1,38,39
2011-05-27,0.49,1,0,2,0.7121,0.78,15,98,258,356
2012-10-23,0.64,1,0,4,0.5455,0.58,20,45,334,379
2012-01-13,0.44,1,0,1,0.197,0.24,10,2,101,103
2011-12-04,0.75,1,0,4,0.3182,0.28,3,7,34,41
2011-07-11,0.53,1,0,3,0.8333,0.86,14,40,94,134
2012-12-22,0.44,1,0,1,0.2121,0.26,1,1,34,35
2012-05-31,0.39,1,0,2,0.6364,0.7,10,65,155,220
2011-08-23,0.52,1,0,3,0.5303,0.56,2,2,4,6
2011-02-01,0.81,2,0,1,0.2424,0.24,19,3,105,108
2011-03-29,0.24,1,0,2,0.2727,0.3,10,13,46,59
2011-02-17,0.28,1,0,1,0.6061,0.6,15,15,91,106
2012-09-27,0.45,2,0,4,0.6818,0.76,15,41,255,296
2012-10-15,0.78,3,0,4,0.5758,0.6,12,73,211,284
2011-09-12,0.83,1,0,3,0.5758,0.62,22,16,134,150
2012-10-14,0.6,1,0,4,0.5455,0.58,18,134,319,453
2012-10-22,0.76,1,0,4,0.3636,0.36,6,4,140,144
2011-05-27,0.55,2,0,2,0.6818,0.74,11,40,126,166
2012-02-03,0.46,1,0,1,0.3485,0.36,14,22,148,170
2011-04-18,0.62,1,0,2,0.4242,0.42,3,6,1,7
2012-12-24,0.93,3,0,1,0.2576,0.24,18,6,20,26
2012-05-21,0.88,3,0,2,0.5303,0.56,9,14,172,186
2012-03-05,0.45,3,0,1,0.2727,0.3,17,11,376,387
2012-07-30,0.74,1,0,3,0.6667,0.7,23,34,116,150
2012-07-31,0.66,1,0,3,0.6818,0.72,10,73,154,227
2011-05-11,0.52,1,0,2,0.5303,0.56,19,60,341,401
2011-04-02,0.7,1,0,2,0.3182,0.3,8,10,45,55
2012-02-22,0.62,1,0,1,0.4091,0.4,12,21,186,207
2011-05-01,0.77,1,0,2,0.4545,0.46,23,64,82,146
2011-08-10,0.38,1,0,3,0.7273,0.82,13,41,150,191
2012-07-15,0.83,1,0,3,0.6364,0.68,6,6,9,15
2012-12-26,0.86,3,0,1,0.1818,0.2,8,0,31,31
2011-04-20,0.94,1,0,2,0.4242,0.42,1,2,5,7
2011-06-13,0.64,1,0,2,0.5152,0.54,5,2,27,29
2011-11-13,0.31,1,0,4,0.4848,0.5,20,24,115,139
2012-12-04,0.63,1,0,4,0.4848,0.5,18,38,693,731
2012-10-25,0.83,1,0,4,0.5152,0.54,19,45,497,542
2012-12-26,0.87,3,0,1,0.2273,0.26,15,0,13,13
2011-06-27,0.54,2,0,3,0.6667,0.72,9,37,150,187
2011-11-06,0.81,1,0,4,0.303,0.26,2,6,23,29
2012-02-25,0.31,1,0,1,0.2879,0.32,13,48,178,226
2011-12-03,0.7,1,0,4,0.2576,0.24,5,0,6,6
2011-04-15,0.71,1,1,2,0.4091,0.4,7,10,139,149
2011-03-02,0.69,1,0,1,0.2121,0.22,5,0,5,5
2011-07-09,0.46,1,0,3,0.697,0.78,11,101,189,290
2011-06-03,0.38,1,0,2,0.6212,0.6,1,7,15,22
2012-05-18,0.59,1,0,2,0.5,0.52,0,13,57,70
2012-07-25,0.65,1,0,3,0.6212,0.66,3,1,11,12
2012-10-18,0.82,1,0,4,0.4545,0.46,8,31,803,834
2011-06-28,0.74,2,0,3,0.6212,0.66,3,0,2,2
2012-06-14,0.56,2,0,2,0.6212,0.6,5,0,40,40
2011-01-11,0.86,2,0,1,0.1515,0.16,17,6,130,136
2012-08-15,0.61,1,0,3,0.6515,0.7,0,8,52,60
2012-09-24,0.63,1,0,4,0.4545,0.46,3,0,5,5
2012-09-29,0.41,1,0,4,0.6212,0.62,13,233,453,686
2011-03-19,0.37,1,0,1,0.4091,0.4,21,20,73,93
2011-02-28,0.93,3,0,1,0.303,0.34,22,4,72,76
2012-01-11,0.87,3,0,1,0.3182,0.34,21,0,29,29
2012-04-30,0.71,1,0,2,0.4242,0.42,2,3,5,8
2012-12-21,0.56,2,0,1,0.2273,0.26,17,24,297,321
2012-11-10,0.66,1,0,4,0.3485,0.36,9,43,216,259
2012-11-04,0.43,1,0,4,0.3485,0.36,17,57,270,327
2011-02-06,0.6,1,0,1,0.2273,0.26,4,0,2,2
2011-06-03,0.28,1,0,2,0.6364,0.7,14,66,174,240
2012-01-12,0.81,1,0,1,0.3333,0.32,9,10,220,230
2012-05-02,0.77,1,0,2,0.5152,0.54,19,43,461,504
2011-01-22,0.57,1,0,1,0.0758,0.04,23,2,31,33
2012-06-14,0.53,2,0,2,0.6212,0.62,2,1,8,9
2012-04-28,0.4,1,0,2,0.3939,0.38,8,24,134,158
2011-08-22,0.3,1,0,3,0.6515,0.74,13,47,158,205
2011-09-16,0.51,2,0,3,0.4848,0.5,11,40,139,179
2011-12-05,0.77,2,0,4,0.4545,0.46,19,13,295,308
2011-09-14,0.88,1,0,3,0.5455,0.58,6,7,138,145
2012-11-11,0.45,1,0,4,0.5,0.52,18,102,303,405
2012-05-11,0.23,1,0,2,0.6061,0.64,19,73,430,503
2011-05-07,0.43,1,0,2,0.5303,0.56,11,132,215,347
2011-02-17,0.7,1,0,1,0.303,0.3,6,3,44,47
2011-08-30,0.45,1,0,3,0.6364,0.7,18,60,516,576
2012-11-18,0.81,2,0,4,0.303,0.3,3,9,37,46
2012-09-15,0.34,1,0,3,0.6364,0.68,14,325,390,715
2012-08-14,0.79,1,0,3,0.6364,0.68,1,8,19,27
2012-06-16,0.34,1,0,2,0.6515,0.72,13,293,324,617
2012-04-02,0.34,1,0,2,0.4848,0.5,16,104,291,395
2011-03-11,0.93,2,0,1,0.3333,0.32,3,0,2,2
2011-03-13,0.56,1,0,1,0.2727,0.3,22,8,29,37
2011-06-12,0.74,1,0,2,0.6667,0.7,8,28,64,92
2011-11-19,0.32,1,0,4,0.4242,0.42,14,121,228,349
2012-01-23,1.0,2,0,1,0.2424,0.26,21,8,112,120
2012-09-11,0.68,1,0,3,0.5152,0.54,23,18,91,109
2011-06-13,0.37,1,0,2,0.6364,0.7,18,76,510,586
2011-12-30,0.66,2,0,1,0.3636,0.36,21,11,84,95
2011-11-08,0.43,1,0,4,0.5,0.52,17,40,459,499
2012-11-13,0.49,1,0,4,0.2727,0.3,20,12,211,223
2011-08-18,0.46,1,0,3,0.7273,0.8,16,49,196,245
2012-05-01,0.78,1,0,2,0.5758,0.6,23,16,79,95
2011-06-10,0.65,3,0,2,0.6515,0.7,0,8,61,69
2011-02-23,0.5,1,0,1,0.1364,0.14,0,0,6,6
2011-07-25,0.74,1,0,3,0.7121,0.74,18,60,473,533
2012-01-19,0.44,1,0,1,0.2273,0.26,15,9,118,127
2011-04-06,0.41,1,0,2,0.4545,0.46,21,18,84,102
2012-02-27,0.29,1,0,1,0.4848,0.5,19,16,318,334
2012-03-26,0.25,1,0,2,0.3333,0.36,22,13,80,93
2011-07-23,0.66,1,0,3,0.7576,0.78,3,6,16,22
2012-06-09,0.57,1,0,2,0.6212,0.62,3,12,28,40
2011-07-25,0.74,1,0,3,0.697,0.72,17,48,437,485
2011-07-03,0.83,2,0,3,0.6061,0.66,19,100,83,183
2011-11-01,0.81,1,0,4,0.3788,0.36,22,5,91,96
2011-02-14,0.33,1,0,1,0.4545,0.46,17,25,218,243
2011-03-20,0.56,1,0,1,0.2576,0.26,4,2,1,3
2011-03-04,0.74,2,0,1,0.1667,0.18,3,0,1,1
2012-03-09,0.5,2,0,1,0.4091,0.4,6,2,83,85
2011-11-17,0.42,1,0,4,0.2879,0.3,21,3,113,116
2011-11-23,0.54,2,0,4,0.4242,0.42,15,13,194,207
2012-05-09,0.82,3,0,2,0.4697,0.48,22,5,62,67
2012-08-03,0.83,1,0,3,0.6061,0.66,6,5,158,163
2011-07-23,0.62,1,0,3,0.7121,0.76,5,1,6,7
2011-03-03,0.3,1,0,1,0.197,0.24,0,3,10,13
2011-11-15,0.68,2,0,4,0.5152,0.54,3,0,4,4
2012-10-10,0.88,2,0,4,0.4545,0.46,4,0,6,6
2011-06-29,0.42,1,0,3,0.6364,0.7,22,32,151,183
2012-02-04,0.81,1,0,1,0.2576,0.24,5,1,3,4
2011-08-06,0.78,2,0,3,0.6061,0.66,3,14,28,42
2011-03-13,0.57,1,0,1,0.303,0.32,20,23,54,77
2011-12-02,0.8,1,0,4,0.2727,0.22,4,0,3,3
2012-08-25,0.62,2,0,3,0.6818,0.72,11,143,314,457
2012-09-23,0.45,1,0,4,0.5152,0.54,10,138,351,489
2012-11-28,0.7,2,0,4,0.2576,0.26,4,0,4,4
2011-05-30,0.44,1,1,2,0.7879,0.86,13,133,217,350
2012-05-10,0.37,1,0,2,0.5152,0.54,15,79,192,271
2012-05-26,0.74,1,0,2,0.6667,0.7,23,36,114,150
2011-08-14,0.88,3,0,3,0.5455,0.6,22,14,25,39
2011-09-17,0.72,2,0,3,0.4545,0.46,6,5,17,22
2012-04-28,0.43,1,0,2,0.3939,0.38,0,4,99,103
2011-04-03,0.61,1,0,2,0.3182,0.3,1,8,26,34
2011-06-19,0.78,1,0,2,0.6061,0.66,23,14,78,92
2011-04-24,1.0,2,0,2,0.4848,0.5,6,10,3,13
2011-07-29,0.42,1,0,3,0.8485,0.9,10,37,69,106
2012-04-20,0.53,1,0,2,0.5455,0.58,12,102,260,362
2011-10-09,0.88,1,0,4,0.4545,0.46,8,25,82,107
2012-06-04,0.38,1,0,2,0.6212,0.62,19,91,554,645
2011-03-05,1.0,2,0,1,0.2879,0.3,6,1,3,4
2011-10-17,0.56,1,0,4,0.5152,0.54,0,12,25,37
2012-07-25,0.33,1,0,3,0.6667,0.76,12,77,233,310
2012-02-28,0.42,1,0,1,0.2879,0.32,5,1,20,21
2011-12-20,0.58,2,0,4,0.4394,0.44,14,11,127,138
2012-06-17,0.64,1,0,2,0.5152,0.54,3,6,22,28
2011-05-03,0.69,2,0,2,0.6061,0.64,10,36,91,127
2012-06-02,0.46,1,0,2,0.5455,0.58,22,52,176,228
2012-10-08,0.76,1,1,4,0.3939,0.38,0,7,44,51
2011-09-03,0.7,1,0,3,0.6818,0.72,18,160,179,339
2012-12-21,0.45,2,0,1,0.2727,0.32,9,2,265,267
2012-08-06,0.46,1,0,3,0.7576,0.82,14,99,188,287
2012-06-30,0.3,1,0,3,0.7727,0.88,15,117,287,404
2011-03-04,0.4,1,0,1,0.3333,0.36,14,30,65,95
2011-01-02,0.94,2,0,1,0.4545,0.46,4,2,1,3
2012-10-06,0.83,1,0,4,0.5152,0.54,5,2,8,10
2012-05-10,0.77,1,0,2,0.4545,0.46,4,0,2,2
2011-05-15,0.88,1,0,2,0.5152,0.54,23,18,51,69
2011-04-08,0.93,3,0,2,0.2727,0.3,19,1,52,53
2012-12-03,0.93,1,0,4,0.3788,0.36,6,2,136,138
2011-09-07,0.94,2,0,3,0.5152,0.54,2,2,4,6
2012-09-16,0.68,1,0,3,0.4848,0.5,3,10,38,48
2011-05-08,0.49,1,0,2,0.6212,0.6,15,128,230,358
2011-05-09,0.41,1,0,2,0.6212,0.62,14,44,118,162
2012-10-12,0.47,1,0,4,0.4242,0.42,20,28,280,308
2011-03-18,0.5,1,0,1,0.6212,0.62,22,55,63,118
2012-10-26,0.88,2,0,4,0.5152,0.54,8,20,714,734
2011-07-13,0.94,3,0,3,0.5606,0.64,15,13,33,46
2011-01-16,0.51,1,0,1,0.2121,0.22,10,8,71,79
2012-10-16,0.71,1,0,4,0.4091,0.4,23,23,176,199
2012-09-11,0.68,1,0,3,0.5152,0.54,8,48,702,750
2012-03-08,0.38,2,0,1,0.6212,0.62,18,45,545,590
2012-01-19,0.52,1,0,1,0.2121,0.26,20,7,184,191
2012-01-20,0.64,3,0,1,0.1515,0.16,23,3,35,38
2011-05-09,0.88,1,0,2,0.4394,0.44,1,25,8,33
2012-01-09,0.93,3,0,1,0.2273,0.2,19,3,187,190
2011-06-06,0.29,1,0,2,0.697,0.8,15,38,127,165
2012-08-04,0.42,1,0,3,0.8182,0.88,13,195,332,527
2011-12-10,0.81,2,0,4,0.2727,0.26,0,11,66,77
2011-01-22,0.41,2,0,1,0.0303,0.04,3,1,6,7
2011-05-26,0.94,2,0,2,0.5455,0.62,7,16,270,286
2011-03-17,0.54,1,0,1,0.4394,0.44,11,20,66,86
2012-01-11,0.93,3,0,1,0.3182,0.32,20,2,55,57
2012-02-29,0.87,2,0,1,0.4091,0.4,17,7,246,253
2011-11-26,0.75,2,0,4,0.3182,0.3,6,2,8,10
2011-07-18,0.78,1,0,3,0.5909,0.64,4,1,3,4
2011-05-02,0.88,1,0,2,0.4394,0.44,6,3,59,62
2011-10-22,0.55,1,0,4,0.4545,0.46,17,143,217,360
2012-10-08,0.71,2,1,4,0.4091,0.4,23,9,60,69
2011-06-03,0.48,1,0,2,0.5,0.52,4,1,5,6
2012-12-26,0.93,3,0,1,0.2121,0.22,14,0,20,20
